Freq.	I(C1)	I(C2)	I(C3)	I(C4)
7.30024585691714e+02	-2.49688353252135e-01,-6.68970054866266e-05	-2.49687407527589e-01,1.91937748311781e-05	-2.49687880497710e-01,6.81789354506636e-05	-2.49688263752488e-01,-1.80625260756746e-05
7.40024785495710e+02	-2.49688366250620e-01,-6.77953070204687e-05	-2.49687394424422e-01,1.94752716853881e-05	-2.49687880439531e-01,6.91318063200262e-05	-2.49688274277070e-01,-1.82915637620245e-05
7.50024985299706e+02	-2.49688379426140e-01,-6.86938700933373e-05	-2.49687381142743e-01,1.97565269559046e-05	-2.49687880380430e-01,7.00844500434833e-05	-2.49688284944951e-01,-1.85208504311872e-05
7.60025185103702e+02	-2.49688392778760e-01,-6.95926854515813e-05	-2.49687367682597e-01,2.00375501664840e-05	-2.49687880320457e-01,7.10368763402755e-05	-2.49688295756192e-01,-1.87503766594676e-05
7.70025384907698e+02	-2.49688406308432e-01,-7.04917440544365e-05	-2.49687354043921e-01,2.03183506278622e-05	-2.49687880259554e-01,7.19890947165030e-05	-2.49688306710743e-01,-1.89801332362324e-05
7.80025584711694e+02	-2.49688420015168e-01,-7.13910372930010e-05	-2.49687340226708e-01,2.05989372189947e-05	-2.49687880197717e-01,7.29411142466657e-05	-2.49688317808611e-01,-1.92101113826299e-05
7.90025784515690e+02	-2.49688433898996e-01,-7.22905573549181e-05	-2.49687326230967e-01,2.08793180223483e-05	-2.49687880134961e-01,7.38929432086581e-05	-2.49688329049821e-01,-1.94403031162081e-05
8.00025984319687e+02	-2.49688447959928e-01,-7.31902965613747e-05	-2.49687312056693e-01,2.11595009867881e-05	-2.49687880071285e-01,7.48445897468514e-05	-2.49688340434383e-01,-1.96707005883206e-05
8.10026184123683e+02	-2.49688462197964e-01,-7.40902476230034e-05	-2.49687297703867e-01,2.14394936717318e-05	-2.49687880006674e-01,7.57960616162491e-05	-2.49688351962292e-01,-1.99012963394590e-05
8.20026383927679e+02	-2.49688476613114e-01,-7.49904037745830e-05	-2.49687283172480e-01,2.17193031125293e-05	-2.49687879941125e-01,7.67473660475946e-05	-2.49688363633556e-01,-2.01320834346146e-05
8.30026583731675e+02	-2.49688491205368e-01,-7.58907583696572e-05	-2.49687268462503e-01,2.19989362258106e-05	-2.49687879874615e-01,7.76985101531287e-05	-2.49688375448160e-01,-2.03630550572108e-05
8.40026783535671e+02	-2.49688505974771e-01,-7.67913053165794e-05	-2.49687253573962e-01,2.22783993733083e-05	-2.49687879807173e-01,7.86495004900898e-05	-2.49688387406148e-01,-2.05942049454791e-05
8.50026983339667e+02	-2.49688520921321e-01,-7.76920386673870e-05	-2.49687238506835e-01,2.25576987731620e-05	-2.49687879738782e-01,7.96003434722095e-05	-2.49688399507511e-01,-2.08255269815474e-05
8.60027183143663e+02	-2.49688536045022e-01,-7.85929528650575e-05	-2.49687223261107e-01,2.28368402525413e-05	-2.49687879669433e-01,8.05510451222685e-05	-2.49688411752252e-01,-2.10570154382868e-05
8.70027382947659e+02	-2.49688551345865e-01,-7.94940424167316e-05	-2.49687207836750e-01,2.31158295744650e-05	-2.49687879599102e-01,8.15016113988483e-05	-2.49688424140357e-01,-2.12886646528673e-05
8.80027582751655e+02	-2.49688566823882e-01,-8.03953023894753e-05	-2.49687192233773e-01,2.33946719421518e-05	-2.49687879527805e-01,8.24520477007818e-05	-2.49688436671855e-01,-2.15204695221566e-05
8.90027782555652e+02	-2.49688582479093e-01,-8.12967278659792e-05	-2.49687176452178e-01,2.36733725430671e-05	-2.49687879455547e-01,8.34023594111009e-05	-2.49688449346762e-01,-2.17524249589336e-05
