Freq.	I(C1)	I(C2)	I(C3)	I(C4)
8.20026383927679e+02	9.63288188914974e-03,-4.08281409402937e-03	9.63487856971303e-03,-4.21306531671081e-03	9.63074236720853e-03,-4.09844603751702e-03	9.63013054805703e-03,-3.94937513005069e-03
8.30026583731675e+02	9.87857208436857e-03,-4.14121539078795e-03	9.88061776740826e-03,-4.27306470889205e-03	9.87637780239736e-03,-4.15699080753836e-03	9.87575193967760e-03,-4.00606986881729e-03
8.40026783535671e+02	1.01277126858062e-02,-4.19995586388904e-03	1.01298079652749e-02,-4.33340364670633e-03	1.01254628671676e-02,-4.21587294242669e-03	1.01248228410588e-02,-4.06310074388681e-03
8.50026983339667e+02	1.03803221419000e-02,-4.25904127337363e-03	1.03824676117241e-02,-4.39408789572541e-03	1.03780160056774e-02,-4.27509817427871e-03	1.03773616984195e-02,-4.12047346871592e-03
8.60027183143663e+02	1.06364192097191e-02,-4.31847744877441e-03	1.06386154637961e-02,-4.45512329105611e-03	1.06340559706532e-02,-4.33467230443694e-03	1.06333872665870e-02,-4.17819382585351e-03
8.70027382947659e+02	1.08960229585699e-02,-4.37827029056137e-03	1.08982705907668e-02,-4.51651573878674e-03	1.08936018269952e-02,-4.39460120493064e-03	1.08929186126031e-02,-4.23626766837873e-03
8.80027582751655e+02	1.11591527736770e-02,-4.43842577161494e-03	1.11614523778278e-02,-4.57827121746098e-03	1.11566729554572e-02,-4.45489081994428e-03	1.11559751194053e-02,-4.29470092136653e-03
8.90027782555652e+02	1.14258283599386e-02,-4.49894993872672e-03	1.14281805298418e-02,-4.64039577957958e-03	1.14232890564017e-02,-4.51554716731351e-03	1.14225764895820e-02,-4.35349958338080e-03
9.00027982359648e+02	1.16960697457582e-02,-4.55984891412973e-03	1.16984750751749e-02,-4.70289555313131e-03	1.16934701536317e-02,-4.57657634005054e-03	1.16927427492051e-02,-4.41266972799671e-03
9.10028182163644e+02	1.19698972869552e-02,-4.62112889705779e-03	1.19723563696061e-02,-4.76577674315324e-03	1.19672365983001e-02,-4.63798450789863e-03	1.19664942517403e-02,-4.47221750535215e-03
9.20028381967640e+02	1.22473316707531e-02,-4.68279616533577e-03	1.22498451003159e-02,-4.82904563332195e-03	1.22446090728978e-02,-4.69977791891737e-03	1.22438516820359e-02,-4.53214914373001e-03
9.30028581771636e+02	1.25283939198515e-02,-4.74485707699990e-03	1.25309622899585e-02,-4.89270858757461e-03	1.25256085953249e-02,-4.76196290109786e-03	1.25248360603949e-02,-4.59247095117017e-03
9.40028781575632e+02	1.28131053965767e-02,-4.80731807195164e-03	1.28157293008118e-02,-4.95677205176379e-03	1.28102565230413e-02,-4.82454586401141e-03	1.28094687467262e-02,-4.65318931711513e-03
