Freq.	I(C1)	I(C2)	I(C3)	I(C4)
1.14003277765555e+03	1.93170966516153e-02,-6.34227159852666e-03	1.93180545652984e-02,-6.21861925032949e-03	1.93102449683218e-02,-6.06691667314893e-03	1.93113276312806e-02,-6.14883832716205e-03
1.15003297745955e+03	1.96841631967948e-02,-6.41657184086905e-03	1.96851357224323e-02,-6.29184808464021e-03	1.96771820546582e-02,-6.13870528993040e-03	1.96782885979850e-02,-6.22127406903130e-03
1.16003317726355e+03	2.00554458732686e-02,-6.49144170110801e-03	2.00564330513188e-02,-6.36564692249807e-03	2.00483338179992e-02,-6.21106072705046e-03	2.00494646380467e-02,-6.29427455756875e-03
1.17003337706754e+03	2.04309752239485e-02,-6.56689009678081e-03	2.04319770921601e-02,-6.44002468661843e-03	2.04237307918578e-02,-6.28399186452034e-03	2.04248862909945e-02,-6.36784864518654e-03
1.18003357687154e+03	2.08107822606131e-02,-6.64292607978903e-03	2.08117988539796e-02,-6.51499043413852e-03	2.08034039784882e-02,-6.35750771629201e-03	2.08045845652063e-02,-6.44200531793381e-03
1.19003377667553e+03	2.11948984707537e-02,-6.71955883920044e-03	2.11959298214680e-02,-6.59055335942021e-03	2.11873848557304e-02,-6.43161743305232e-03	2.11885909447568e-02,-6.51675369828547e-03
1.20003397647953e+03	2.15833558245651e-02,-6.79679770410829e-03	2.15844019619722e-02,-6.66672279691046e-03	2.15757053839990e-02,-6.50633030507445e-03	2.15769373964080e-02,-6.59210304798824e-03
1.21003417628353e+03	2.19761867820709e-02,-6.87465214656242e-03	2.19772477326209e-02,-6.74350822407334e-03	2.19683980134082e-02,-6.58165576514090e-03	2.19696563767363e-02,-6.66806277097794e-03
1.22003437608752e+03	2.23734243004024e-02,-6.95313178456039e-03	2.23745000876020e-02,-6.82091926438231e-03	2.23654956910484e-02,-6.65760339152648e-03	2.23667808394112e-02,-6.74464241635684e-03
1.23003457589152e+03	2.27751018412201e-02,-7.03224638510997e-03	2.27761924855833e-02,-6.89896569038370e-03	2.27670318684069e-02,-6.73418291105243e-03	2.27683442426182e-02,-6.82185168144201e-03
1.24003477569552e+03	2.31812533782931e-02,-7.11200586735856e-03	2.31823588972914e-02,-6.97765742682725e-03	2.31730405089452e-02,-6.81140420220739e-03	2.31743805566390e-02,-6.89970041488033e-03
1.25003497549951e+03	2.35919134052266e-02,-7.19242030579862e-03	2.35930338132381e-02,-7.05700455387276e-03	2.35835560958257e-02,-6.88927729834406e-03	2.35849242715798e-02,-6.97819861983922e-03
1.26003517530351e+03	2.40071169433581e-02,-7.27349993353984e-03	2.40082522516160e-02,-7.13701731036318e-03	2.39986136398065e-02,-6.96781239094257e-03	2.40000104052683e-02,-7.05735645726375e-03
